"Mês Ano";"Órgão Superior";"Órgão/Entidade Vinculada";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"02/2024";"56000 - Ministério das Cidades";"29214 - Companhia Brasileira de Trens Urbanos";"116.296.342,96";"88.441.697,84";"90.747.630,32";"23.016.706,36";
"01/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"22203 - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba";"684.585.845,84";"54.822.817,02";"4.164.963,54";"79.925.251,12";
"06/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"22203 - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba";"167.542.058,80";"119.568.456,22";"111.147.050,48";"307.000.109,18";
"02/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"22203 - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba";"102.873.536,17";"74.679.246,02";"55.192.962,76";"53.044.289,69";
"03/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"22203 - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba";"64.140.707,34";"56.001.171,52";"72.112.242,08";"98.689.612,61";
"05/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"22203 - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba";"41.252.199,54";"58.126.314,51";"59.517.528,46";"165.030.206,34";
"04/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"22203 - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba";"101.491.154,02";"69.224.896,10";"64.572.595,52";"258.818.554,60";
"07/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"22203 - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba";"383.234.342,85";"62.520.374,74";"64.184.414,52";"267.115.492,04";
"05/2024";"32000 - Ministério de Minas e Energia";"29208 - Companhia de Pesquisa de Recursos Minerais";"27.781.277,70";"42.939.439,12";"41.376.339,26";"4.835.024,32";
"06/2024";"32000 - Ministério de Minas e Energia";"29208 - Companhia de Pesquisa de Recursos Minerais";"63.774.937,90";"36.948.779,77";"49.746.468,01";"1.817.331,75";
"03/2024";"32000 - Ministério de Minas e Energia";"29208 - Companhia de Pesquisa de Recursos Minerais";"34.374.631,89";"58.329.491,64";"57.426.151,07";"2.621.947,65";
"04/2024";"32000 - Ministério de Minas e Energia";"29208 - Companhia de Pesquisa de Recursos Minerais";"146.562.675,04";"32.627.022,23";"46.214.499,80";"6.221.298,14";
"07/2024";"32000 - Ministério de Minas e Energia";"29208 - Companhia de Pesquisa de Recursos Minerais";"37.931.098,17";"45.122.573,68";"44.937.037,26";"2.297.775,01";
"02/2024";"32000 - Ministério de Minas e Energia";"29208 - Companhia de Pesquisa de Recursos Minerais";"62.036.373,68";"52.254.186,16";"45.061.065,66";"6.323.280,56";
"01/2024";"32000 - Ministério de Minas e Energia";"29208 - Companhia de Pesquisa de Recursos Minerais";"99.982.142,86";"43.822.307,71";"17.979.507,21";"28.408.772,14";
"04/2024";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"22211 - Companhia Nacional de Abastecimento";"152.287.263,48";"107.894.587,13";"118.532.517,44";"60.366.027,47";
"01/2024";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"22211 - Companhia Nacional de Abastecimento";"425.760.130,57";"98.421.681,17";"25.535.873,50";"110.696.112,09";
"06/2024";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"22211 - Companhia Nacional de Abastecimento";"360.574.342,59";"110.799.741,07";"114.780.211,52";"29.416.125,60";
"07/2024";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"22211 - Companhia Nacional de Abastecimento";"83.208.634,28";"89.243.571,53";"122.546.261,02";"27.169.430,04";
"05/2024";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"22211 - Companhia Nacional de Abastecimento";"66.701.074,72";"103.258.139,16";"117.742.633,79";"52.213.666,12";
"02/2024";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"22211 - Companhia Nacional de Abastecimento";"53.975.415,07";"112.695.904,88";"102.989.151,44";"85.633.904,16";
"03/2024";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"22211 - Companhia Nacional de Abastecimento";"57.231.614,11";"114.954.500,83";"97.336.957,57";"100.609.765,68";
"07/2024";"30000 - Ministério da Justiça e Segurança Pública";"30211 - Conselho Administrativo de Defesa Econômica";"1.180.990,10";"4.540.561,15";"4.841.795,95";"290.340,27";
"05/2024";"30000 - Ministério da Justiça e Segurança Pública";"30211 - Conselho Administrativo de Defesa Econômica";"850.779,40";"4.084.226,72";"4.029.864,90";"154.693,11";
"02/2024";"30000 - Ministério da Justiça e Segurança Pública";"30211 - Conselho Administrativo de Defesa Econômica";"4.599.247,24";"2.510.605,31";"2.278.100,28";"2.207.530,46";
"06/2024";"30000 - Ministério da Justiça e Segurança Pública";"30211 - Conselho Administrativo de Defesa Econômica";"2.243.565,68";"5.519.120,45";"5.348.125,76";"273.598,32";
"04/2024";"30000 - Ministério da Justiça e Segurança Pública";"30211 - Conselho Administrativo de Defesa Econômica";"20.401.473,36";"4.997.708,03";"4.789.185,12";"536.367,28";
"03/2024";"30000 - Ministério da Justiça e Segurança Pública";"30211 - Conselho Administrativo de Defesa Econômica";"1.650.201,67";"2.620.271,64";"2.497.728,97";"1.161.864,27";
"01/2024";"30000 - Ministério da Justiça e Segurança Pública";"30211 - Conselho Administrativo de Defesa Econômica";"19.089.230,77";"1.139.783,82";"156.989,38";"2.307.929,98";
"01/2024";"24000 - Ministério da Ciência, Tecnologia e Inovação";"20501 - Conselho Nacional de Desenvolvimento Científico e Tecnológico";"81.480.748,92";"75.343.298,43";"2.449.403,12";"154.653.552,75";
"07/2024";"24000 - Ministério da Ciência, Tecnologia e Inovação";"20501 - Conselho Nacional de Desenvolvimento Científico e Tecnológico";"141.897.435,87";"63.549.060,98";"179.660.075,43";"42.782.506,38";
"02/2024";"24000 - Ministério da Ciência, Tecnologia e Inovação";"20501 - Conselho Nacional de Desenvolvimento Científico e Tecnológico";"79.578.145,87";"79.174.295,89";"72.664.205,64";"132.192.613,12";
"05/2024";"24000 - Ministério da Ciência, Tecnologia e Inovação";"20501 - Conselho Nacional de Desenvolvimento Científico e Tecnológico";"139.173.458,96";"154.611.205,22";"229.814.376,61";"105.814.009,86";
"04/2024";"24000 - Ministério da Ciência, Tecnologia e Inovação";"20501 - Conselho Nacional de Desenvolvimento Científico e Tecnológico";"1.534.674.819,97";"240.441.966,85";"124.377.435,47";"173.478.807,44";
"03/2024";"24000 - Ministério da Ciência, Tecnologia e Inovação";"20501 - Conselho Nacional de Desenvolvimento Científico e Tecnológico";"145.411.797,25";"100.071.042,03";"80.079.851,06";"97.816.537,90";
"06/2024";"24000 - Ministério da Ciência, Tecnologia e Inovação";"20501 - Conselho Nacional de Desenvolvimento Científico e Tecnológico";"271.566.575,92";"175.779.492,82";"147.624.905,72";"57.311.838,13";
"07/2024";"37000 - Controladoria-Geral da União";"37000 - Controladoria-Geral da União - Unidades com vínculo direto";"16.581.297,22";"102.896.237,40";"93.337.426,62";"85.631,83";
"01/2024";"37000 - Controladoria-Geral da União";"37000 - Controladoria-Geral da União - Unidades com vínculo direto";"1.245.734.053,08";"97.353.846,45";"17.103.976,56";"87.322.179,81";
"06/2024";"37000 - Controladoria-Geral da União";"37000 - Controladoria-Geral da União - Unidades com vínculo direto";"26.925.651,67";"130.567.964,22";"103.891.850,46";"1.133.286,90";
"04/2024";"37000 - Controladoria-Geral da União";"37000 - Controladoria-Geral da União - Unidades com vínculo direto";"27.416.492,59";"101.394.615,90";"101.142.192,18";"2.103.130,68";
"05/2024";"37000 - Controladoria-Geral da União";"37000 - Controladoria-Geral da União - Unidades com vínculo direto";"30.207.884,20";"104.965.875,12";"102.199.856,96";"1.599.331,79";
"03/2024";"37000 - Controladoria-Geral da União";"37000 - Controladoria-Geral da União - Unidades com vínculo direto";"5.522.170,00";"101.949.027,01";"100.206.709,68";"2.444.840,33";
"02/2024";"37000 - Controladoria-Geral da União";"37000 - Controladoria-Geral da União - Unidades com vínculo direto";"10.671.770,61";"98.219.239,15";"83.935.359,52";"21.515.136,15";
"04/2024";"39000 - Ministério dos Transportes";"39252 - Departamento Nacional de Infraestrutura de Transportes";"3.906.666.983,97";"697.839.312,60";"738.889.846,98";"808.395.379,05";
"01/2024";"39000 - Ministério dos Transportes";"39252 - Departamento Nacional de Infraestrutura de Transportes";"634.390.774,09";"65.054.049,32";"11.766.578,27";"892.977.007,75";
"07/2024";"39000 - Ministério dos Transportes";"39252 - Departamento Nacional de Infraestrutura de Transportes";"1.783.491.294,94";"1.163.381.754,15";"674.398.847,35";"191.351.403,99";
"03/2024";"39000 - Ministério dos Transportes";"39252 - Departamento Nacional de Infraestrutura de Transportes";"737.319.219,77";"415.183.710,16";"350.041.352,56";"594.421.371,37";
"06/2024";"39000 - Ministério dos Transportes";"39252 - Departamento Nacional de Infraestrutura de Transportes";"1.524.249.904,76";"1.015.438.948,30";"984.377.872,86";"370.502.328,39";
"05/2024";"39000 - Ministério dos Transportes";"39252 - Departamento Nacional de Infraestrutura de Transportes";"1.328.977.720,16";"784.504.444,37";"877.532.249,96";"506.005.409,75";
"02/2024";"39000 - Ministério dos Transportes";"39252 - Departamento Nacional de Infraestrutura de Transportes";"1.580.964.093,78";"317.471.178,35";"161.810.850,26";"669.000.990,17";
"03/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"22204 - Departamento Nacional de Obras Contra as Secas";"77.970.382,63";"110.382.211,08";"70.450.571,08";"12.264.229,35";
"06/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"22204 - Departamento Nacional de Obras Contra as Secas";"129.457.170,53";"101.074.249,52";"60.537.176,16";"106.328.813,30";
"02/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"22204 - Departamento Nacional de Obras Contra as Secas";"150.548.839,89";"71.849.221,77";"53.641.601,19";"23.587.374,24";
"04/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"22204 - Departamento Nacional de Obras Contra as Secas";"158.052.231,65";"54.601.837,65";"110.953.973,90";"57.973.429,26";
"05/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"22204 - Departamento Nacional de Obras Contra as Secas";"98.445.261,80";"62.363.688,26";"56.223.324,78";"35.438.824,55";
"01/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"22204 - Departamento Nacional de Obras Contra as Secas";"61.200.222,29";"59.845.643,55";"9.743.181,01";"59.185.872,74";
"07/2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"22204 - Departamento Nacional de Obras Contra as Secas";"69.383.163,13";"67.642.012,59";"82.935.550,51";"32.424.304,63";
"01/2024";"20000 - Presidência da República";"20415 - Empresa Brasil de Comunicação";"429.068.615,45";"68.297.760,21";"4.567.153,14";"33.798.027,27";
"05/2024";"20000 - Presidência da República";"20415 - Empresa Brasil de Comunicação";"132.214.061,40";"52.339.733,00";"58.892.883,28";"3.344.473,49";
"02/2024";"20000 - Presidência da República";"20415 - Empresa Brasil de Comunicação";"19.248.548,22";"60.807.382,02";"74.113.339,99";"2.317.308,52";
"03/2024";"20000 - Presidência da República";"20415 - Empresa Brasil de Comunicação";"8.755.621,10";"54.673.015,46";"64.546.176,57";"12.467.336,47";
"06/2024";"20000 - Presidência da República";"20415 - Empresa Brasil de Comunicação";"3.250.113,46";"56.399.287,86";"49.144.645,69";"1.459.333,36";
